tipo_balsa,tempo_corte_total,qtd,peca,descricao,espessura_mm,peso_kg,peso_total_kg,bloco,painel,nesting,obs_base
"BOX","0:02:27","1","RFR0/RFR94-HB54-B","2.827 x 337","8","55.270","55.270","BPP","RFR0/RFR94","4283",
"BOX","0:04:17","2","RD-HB20C-C","2.500 x 508","8","79.820","159.640","BDF5","HASTILHA","4283",
"BOX","0:05:06","1","BCB5-RD-H2P-R1","7.100 x 1.015","8","452.560","452.560","BCB5","RD","4283",
"BOX","0:05:49","3","HASTILHA TESTE 1875","1.875 x 508","8","59.870","179.610","BDF1(3)","HASTILHA","4283",
"BOX","0:02:31","1","RD-TZ2-BE","422 x 3.000","8","79.450","79.450","BCE2","RD","3943",
"BOX","0:01:16","1","RL1-HB2B-C","958 x 337","8","18.630","18.630","BCE4","RL1","3943",
"BOX","0:01:16","1","RL2-HB6B-B","957 x 337","8","18.610","18.610","BCE4","RL2","3943",
"BOX","0:02:23","1","RD-HB43-C","2.900 x 342","8","62.200","62.200","BPP","RD","3943",
"BOX","0:04:47","2","RD-HB44-B","2.900 x 337","8","61.180","122.360","BPP","RD","3943",
"BOX","0:05:05","3","RD-HB75-C.IGS","1.790 x 331","8","36.530","109.590","BPP","RD","3943",
"BOX","0:07:04","1","BCB5-H1P-R1","7.100 x 1.860","8","814.880","814.880","BCB5","RD","3943",
"BOX","0:02:56","1","RFR1/RFR93-HB58-C","3.295 x 333","8","64.280","64.280","BPP","RFR1/RFR93","3943",
"BOX","0:09:51","1","BCB3-RL2-H1P-R1","1.686 x 12.000","8","1,270.660","1,270.660","BCB3","RL2","3944",
"BOX","0:05:21","2","RL1-HB1A-B","2.987 x 337","8","58.910","117.820","BCB4","RL1","4362",
"BOX","0:01:01","1","B24-C","780 x 449","8","14.310","14.310","BPP","BPP","4362",
"BOX","0:14:07","7","HASTILHA TESTE 1875","1.875 x 508","8","59.870","419.090","BDF2(7)","HASTILHA","4362",
"BOX","0:06:53","1","BCB5-RL1-H45","1.767 x 7.593","8","709.010","709.010","BCB5","RL1","4362",
"BOX","0:05:36","1","BCB5-RL2-H44","7.100 x 1.760","8","784.750","784.750","BCB5","RL2","4238",
"BOX","0:17:40","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","4238",
"BOX","0:03:31","1","BPP-RFR1/RFR93-H1-R2","3.100 x 1.860","8","354.590","354.590","BPP(1)","RFR1/RFR93","4363",
"BOX","0:05:58","1","BCB5-RL2-H43","7.100 x 1.686","8","751.800","751.800","BCB5","RL2","4363",
"BOX","0:06:19","3","HASTILHA TESTE 1875","1.875 x 508","8","59.870","179.610","BDF2(3)","HASTILHA","4363",
"BOX","0:02:11","1","BPP-RFR0/RFR94-H2-R1","1.598 x 916","8","91.880","91.880","BPP","RFR0/RFR94","3947",
"BOX","0:04:05","1","BPP-RS-H2-R2","3.446 x 1.860","8","402.540","402.540","BPP(1)","RS","3947",
"BOX","0:06:55","1","BCB5-RL1-H46","7.600 x 1.860","8","887.740","887.740","BCB5","RL1","3947",
"BOX","0:00:53","1","B35","559 x 317","8","7.100","7.100","BPP","BPP","4359",
"BOX","0:03:44","1","BPP-RP-H2-R2","3.446 x 1.860","8","402.540","402.540","BPP(1)","RP","4359",
"BOX","0:01:43","1","RD-HB73-B.IGS","1.793 x 330","8","36.560","36.560","BPP","RD","4359",
"BOX","0:02:09","1","RD-TZ8-BB","422 x 2.367","8","62.680","62.680","BCB5","RD","4359",
"BOX","0:04:19","2","RD-TZ9-BE","422 x 2.367","8","62.680","125.360","BCE5","RD","4359",
"BOX","0:06:01","1","BCB5-RL1-H47","7.600 x 1.389","8","662.750","662.750","BCB5","RL1","4359",
"BOX","0:02:04","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF2(1)","HASTILHA","4359",
"BOX","0:04:44","2","RD-TZ2-BE","422 x 3.000","8","79.450","158.900","BCE2","RD","4360",
"BOX","0:02:47","3","B33-B","721 x 410","8","12.440","37.320","BPP","RD1","4360",
"BOX","0:04:37","2","RFR1/RFR93-HB62-B","3.000 x 337","8","63.260","126.520","BPP","RFR1/RFR93","4360",
"BOX","0:05:04","1","BCE5-H1S-R1","7.100 x 1.015","8","452.550","452.550","BCE5","RD","4360",
"BOX","0:17:21","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","4360",
"BOX","0:00:44","1","B1-B","564 x 391","8","8.370","8.370","BCB4","RL1","4236",
"BOX","0:02:10","2","RL1-HB2B-C","958 x 337","8","18.630","37.260","BCE4","RL1","4236",
"BOX","0:01:05","1","BCE3-RL1-HB1BS~HB3BS-R1","958 x 337","8","18.630","18.630","BCE3","RL1","4236",
"BOX","0:01:22","2","BDF4-QD-H3","525 x 100","8","3.300","6.600","BDF4","RD","4236",
"BOX","0:01:40","2","B32-C","721 x 410","8","12.440","24.880","BPP","RD1","4236",
"BOX","0:04:22","8","B37","288 x 171","8","1.880","15.040","BPP","RFR0","4236",
"BOX","0:01:26","2","BPP-QD1-H2","590 x 100","8","3.710","7.420","BPP","RD1","4236",
"BOX","0:01:57","1","BPP-RD1-H4-R1","2.054 x 1.002","8","129.210","129.210","BPP(2)","RD1","4236",
"BOX","0:01:40","1","BPP-RD2-H4B1-R2","2.095 x 440","8","57.900","57.900","BPP","BPP","4236",
"BOX","0:02:51","1","BPP-RD2-H4B3-R2","4.345 x 440","8","120.070","120.070","BPP","BPP","4236",
"BOX","0:01:09","1","RD-HB51-C","1.095 x 347","8","22.510","22.510","BPP","RD","4236",
"BOX","0:01:38","1","RD-HB20A-C","2.000 x 508","8","63.240","63.240","BDF5","HASTILHA","4236",
"BOX","0:01:38","1","RD-HB20D-C","2.000 x 508","8","63.240","63.240","BDF5","HASTILHA","4236",
"BOX","0:01:22","2","BDF5-QD-H3","525 x 100","8","3.300","6.600","BDF5","RD","4236",
"BOX","0:05:02","1","BCE5-RL1-H53","7.600 x 1.389","8","662.750","662.750","BCE5","RL1","4236",
"BOX","0:01:44","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF2(1)","HASTILHA","4236",
"BOX","0:00:52","1","B35","559 x 317","8","7.100","7.100","BPP","BPP","3950",
"BOX","0:03:42","1","BPP-RP-H2-R2","3.446 x 1.860","8","402.540","402.540","BPP(1)","RP","3950",
"BOX","0:01:22","1","RFR1/RFR93-HB63-C","1.240 x 337","8","25.590","25.590","BPP","RFR1/RFR93","3950",
"BOX","0:05:51","1","BCE5-RL2-49","1.686 x 7.100","8","751.800","751.800","BCE5","RL2","3950",
"BOX","0:04:07","2","HASTILHA TESTE 1875","1.875 x 508","8","59.870","119.740","BDF2(2)","HASTILHA","3950",
"BOX","0:00:36","1","B31","252 x 146","8","1.400","1.400","BPP","RFR1","4235",
"BOX","0:00:59","1","B32-C","721 x 410","8","12.440","12.440","BPP","RD1","4235",
"BOX","0:01:57","1","BPP-RFR0/RFR94-H2-R1","1.598 x 916","8","91.880","91.880","BPP","RFR0/RFR94","4235",
"BOX","0:03:06","1","BPP-RP-H1-R2","3.446 x 945","8","204.520","204.520","BPP(1)","RP","4235",
"BOX","0:02:23","1","RD-HB43-C","2.900 x 342","8","62.200","62.200","BPP","RD","4235",
"BOX","0:05:50","1","BCE5-RL2-50","7.100 x 1.760","8","784.750","784.750","BCE5","RL2","4235",
"BOX","0:04:05","2","HASTILHA TESTE 1875","1.875 x 508","8","59.870","119.740","BDF2(2)","HASTILHA","4235",
"BOX","0:06:03","1","BCE5-RL1-H52","7.600 x 1.860","8","887.740","887.740","BCE5","RL1","3952",
"BOX","0:15:56","8","HASTILHA TESTE 1875","1.875 x 508","8","59.870","478.960","BDF2(8)","HASTILHA","3952",
"BOX","0:01:03","1","B25-C","806 x 539","8","19.120","19.120","BPP","RS","4325",
"BOX","0:17:45","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","4325",
"BOX","0:06:44","1","BCE5-RL1-H51","1.767 x 7.593","8","709.010","709.010","BCE5","RL1","4325",
"BOX","0:05:36","1","BDF5-RD-H18","7.100 x 1.860","8","829.340","829.340","BDF5","RD","4365",
"BOX","0:17:28","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","4365",
"BOX","0:03:24","6","B37","288 x 171","8","1.880","11.280","BPP","RFR0","4324",
"BOX","0:04:47","1","BDF5-RD-H19","7.100 x 1.040","8","463.720","463.720","BDF5","RD","4324",
"BOX","0:21:43","12","HASTILHA TESTE 1875","1.875 x 508","8","59.870","718.440","BDF2(12)","HASTILHA","4324",
"BOX","0:05:36","1","BDF5-RD-H18","7.100 x 1.860","8","829.340","829.340","BDF5","RD","4366",
"BOX","0:17:28","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","4366",
"BOX","0:05:36","1","BDF5-RD-H18","7.100 x 1.860","8","829.340","829.340","BDF5","RD","4367",
"BOX","0:17:28","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","4367",
"BOX","0:05:36","1","BDF5-RD-H18","7.100 x 1.860","8","829.340","829.340","BDF5","RD","3960",
"BOX","0:17:28","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","3960",
"BOX","0:05:36","1","BDF5-RD-H18","7.100 x 1.860","8","829.340","829.340","BDF5","RD","3961",
"BOX","0:17:28","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","3961",
"BOX","0:05:36","1","BDF5-RD-H18","7.100 x 1.860","8","829.340","829.340","BDF5","RD","3962",
"BOX","0:17:28","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(9)","HASTILHA","3962",
"BOX","0:05:36","1","BDF5-RD-H18","7.100 x 1.860","8","829.340","829.340","BDF5","RD","3963",
"BOX","0:17:28","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF2(3)/BDF3(6)","HASTILHA","3963",
"BOX","0:09:57","1","RD-H1","12.000 x 1.860","8","1,401.700","1,401.700","BDF1","RD","3964",
"BOX","0:10:20","1","BCE1-RD-H2S-R3","12.000 x 1.860","8","1,401.200","1,401.200","BCE1","RD","3751",
"BOX","0:08:51","1","BCB4-RL2-H31","11.100 x 1.760","8","1,226.860","1,226.860","BCB4","RL2","4288",
"BOX","0:02:11","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF3(1)","HASTILHA","4288",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3825",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3826",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3827",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3828",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(21)/BDF4(2)","HASTILHA","3829",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(23)","HASTILHA","3830",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(23)","HASTILHA","3831",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(23)","HASTILHA","3832",
"BOX","0:42:42","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(23)","HASTILHA","3833",
"BOX","0:42:37","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(2)/BDF5(21)","HASTILHA","3834",
"BOX","0:42:42","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF5(23)","HASTILHA","3835",
"BOX","0:07:48","3","RD-HB8-B","3.000 x 337","8","59.770","179.310","BCE4","RD","4368",
"BOX","0:00:59","1","B24-C","780 x 449","8","14.310","14.310","BPP","BPP","4368",
"BOX","0:01:02","1","B25-C","806 x 539","8","19.120","19.120","BPP","RS","4368",
"BOX","0:02:58","1","BPP-RP-H1-R2","3.446 x 945","8","204.520","204.520","BPP(2)","RP","4368",
"BOX","0:05:57","2","BPP-RS-H1-R2","3.446 x 945","8","204.520","409.040","BPP(1)BPP(2)","RS","4368",
"BOX","0:15:41","8","HASTILHA TESTE 1875","1.875 x 508","8","59.870","478.960","BDF5(8)","HASTILHA","4368",
"BOX","0:11:21","1","B-BCB3-RL1-H1P-R2","12.000 x 1.767","8","1,331.410","1,331.410","BCB3","RL1","3966",
"BOX","0:05:41","1","BCE5-H2S-R1","7.100 x 1.860","8","829.340","829.340","BCE5","RD","4754",
"BOX","0:17:45","9","HASTILHA TESTE 1875","1.875 x 508","8","59.870","538.830","BDF5(9)","HASTILHA","4754",
"BOX","0:00:56","1","BPP-RD1-H5~H6-R2","590 x 350","16","25.810","25.810","BPP","RD1","4826",
"BOX","0:01:29","1","BPP-RD2-BVP-R3","997 x 1.465","16","163.430","163.430","BPP","BPP","4826",
"BOX","0:01:33","1","BPP-RD2-BVS-R6..","997 x 1.465","16","163.430","163.430","BPP","BPP","4826",
"BOX","0:14:57","10","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","344.800","ACESS_DEFENCA","ACESS_DEFENCA","4826",
"BOX","0:01:09","1","RD-HB49A-B","1.000 x 349","16","43.530","43.530","BPP","RD","4826",
"BOX","0:01:13","1","RD-HB48C-C","900 x 349","16","39.360","39.360","BPP","RD","4826",
"BOX","0:06:15","4","BPP-RD2-BVS-R6- Extra","997 x 1.465","16","163.430","653.720","PCAS EXTRA","PCAS EXTRA","4826",
"BOX","0:05:58","4","BPP-RD2-BVP-R3-Extra","997 x 1.465","16","163.430","653.720","PCAS EXTRA","PCAS EXTRA","4826",
"BOX","0:03:46","4","BPP-RD1-H5~H6-R2-Extra","590 x 350","16","25.810","103.240","PCAS EXTRA","PCAS EXTRA","4826",
"BOX","0:04:36","4","RD-HB49A-B-Extra","1.000 x 349","16","43.530","174.120","PCAS EXTRA","PCAS EXTRA","4826",
"BOX","0:04:53","4","RD-HB48C-C-Extra","900 x 349","16","39.360","157.440","PCAS EXTRA","PCAS EXTRA","4826",
"BOX","0:02:00","1","BOX-H2~H4-600-LADO A","2.890 x 600","12","163.340","163.340","PCAS DE TETO","PCAS DE TETO","4830",
"BOX","0:02:00","1","BOX-H2~H4-600-LADO B","2.890 x 600","12","163.340","163.340","PCAS DE TETO","PCAS DE TETO","4830",
"BOX","0:02:00","1","BOX-H2~H4-600-LADO C","2.890 x 600","12","163.340","163.340","PCAS DE TETO","PCAS DE TETO","4830",
"BOX","0:01:45","1","BOX-H2~H4-600-LADO A","2.890 x 600","12","163.340","163.340","PCAS DE TETO","PCAS DE TETO","4831",
"BOX","0:02:21","3","BOX-H2~H4-600-LADO D","383 x 600","12","21.620","64.860","PCAS DE TETO","PCAS DE TETO","4831",
"BOX","0:01:46","1","BOX-H1~H6-LADO B","2.890 x 625","12","170.150","170.150","PCAS DE TETO","PCAS DE TETO","4831",
"BOX","0:01:04","1","RL1-HB10-Extra","1.500 x 392","12","55.450","55.450","PCAS EXTRA","PCAS EXTRA","4831",
"BOX","0:01:55","1","BOX-H2~H4-600-LADO A","2.890 x 600","12","163.340","163.340","PCAS DE TETO","PCAS DE TETO","4832",
"BOX","0:01:55","1","BOX-H2~H4-600-LADO B","2.890 x 600","12","163.340","163.340","PCAS DE TETO","PCAS DE TETO","4832",
"BOX","0:02:35","2","BOX-H1~H6-LADO C","1.392 x 625","12","81.950","163.900","PCAS DE TETO","PCAS DE TETO","4832",
"BOX","0:01:10","1","RL1-HB10","1.500 x 392","12","55.450","55.450","BCE2","RL1","4833",
"BOX","0:07:05","6","RL1-HB10-Extra","1.500 x 392","12","55.450","332.700","PCAS EXTRA","PCAS EXTRA","4833",
"BOX","0:07:45","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4842",
"BOX","0:07:45","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4844",
"BOX","0:07:46","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4843",
"BOX","0:07:45","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4845",
"BOX","0:07:45","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4846",
"BOX","0:07:49","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4847",
"BOX","0:07:49","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4848",
"BOX","0:07:49","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4849",
"BOX","0:07:49","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4850",
"BOX","0:07:50","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4851",
"BOX","0:07:48","1","RD-H3_A","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4852",
"BOX","0:07:48","1","RD-H3_A","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4854",
"BOX","0:07:48","1","RD-H3_A","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4855",
"BOX","0:07:48","1","RD-H3_A","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4856",
"BOX","0:04:00","2","BOX-H2~H4-600-LADO C","2.890 x 600","12","163.340","326.680","PCAS DE TETO","PCAS DE TETO","4857",
"BOX","0:02:01","1","BOX-H1~H6-LADO A","2.890 x 625","12","170.150","170.150","PCAS DE TETO","PCAS DE TETO","4857",
"BOX","0:01:43","1","BOX-H2~H4- LADO C","2.890 x 590","12","160.620","160.620","PCAS DE TETO","PCAS DE TETO","4858",
"BOX","0:07:01","7","RL1-HB4-B-Extra","1.187 x 354","12","37.490","262.430","PCAS EXTRA","PCAS EXTRA","4858",
"BOX","0:02:00","1","BOX-H2~H4-600-LADO B","2.890 x 600","12","163.340","163.340","PCAS DE TETO","PCAS DE TETO","4859",
"BOX","0:02:01","1","BOX-H1~H6-LADO A","2.890 x 625","12","170.150","170.150","PCAS DE TETO","PCAS DE TETO","4859",
"BOX","0:02:01","1","BOX-H1~H6-LADO B","2.890 x 625","12","170.150","170.150","PCAS DE TETO","PCAS DE TETO","4859",
"BOX","0:01:43","1","RD-BJ3-BE_0","2.775 x 894","12","233.730","233.730","BDF4","RD","4860",
"BOX","0:02:32","6","BPP-RD2-15~16-R2","200 x 102","12","1.930","11.580","BPP","BPP","4860",
"BOX","0:00:31","1","RD-HB47-C","474 x 190","12","8.310","8.310","BPP","RD","4860",
"BOX","0:01:40","2","RFR1/RFR93-HB65-B","1.187 x 365","12","38.650","77.300","BPP","RFR1/RFR93","4860",
"BOX","0:01:29","1","RFR1/RFR93-HB77-B","1.500 x 392","12","49.450","49.450","BPP","RFR1/RFR93","4860",
"BOX","0:01:11","1","RFR1/RFR93-HB78-B","1.200 x 392","12","41.540","41.540","BPP","RFR1/RFR93","4860",
"BOX","0:01:11","2","RD-HB17-B","587 x 190","12","9.570","19.140","BCB4","RD","4861",
"BOX","0:09:24","11","RL1-HB4-B","1.187 x 354","12","37.490","412.390","BCE4","RL1","4861",
"BOX","0:04:22","4","RL1-HB4-B","1.187 x 354","12","37.490","149.960","BCE4","RL1","4862",
"BOX","0:04:42","2","RD-H3_D","753 x 1.790","12","126.230","252.460","PCAS DE TETO","PCAS DE TETO","4862",
"BOX","0:01:05","1","RL1-HB4-B-Extra","1.187 x 354","12","37.490","37.490","PCAS EXTRA","PCAS EXTRA","4862",
"BOX","0:07:38","3","RD-H3_D","753 x 1.790","12","126.230","378.690","PCAS DE TETO","PCAS DE TETO","4863",
"BOX","0:01:11","1","RL1-HB4-B-Extra","1.187 x 354","12","37.490","37.490","PCAS EXTRA","PCAS EXTRA","4863",
"BOX","0:01:38","2","RD-HB17-B-Extra","587 x 190","12","9.570","19.140","PCAS EXTRA","PCAS EXTRA","4863",
"BOX","0:07:48","1","RD-H3_A","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4865",
"BOX","0:12:22","1","BOX-BCE3-H2S-R1","12.000 x 1.860","8","1,373.280","1,373.280","BCB3","RD","4929",
"BOX","0:13:24","3","ANTSP-RF17P,33P,61S,77S-H2P","3.884 x 1.857","6","334.770","1,004.310","ANTEPARA","ANTEPARA","3122",
"BOX","0:04:28","1","ANTSP-RF17P,33P,61S,77S-H2P","3.884 x 1.857","6","334.770","334.770","ANTEPARA","ANTEPARA","3123",
"BOX","0:08:56","2","ANTSS-RF17,33S,61P,77P-H2S","3.884 x 1.857","6","334.770","669.540","ANTEPARA","ANTEPARA","3123",
"BOX","0:06:03","2","ANTSP-RF17P,33P,61S,77S-H1P-LADO B","3.883 x 552","6","100.540","201.080","ANTEPARA","ANTEPARA","3124",
"BOX","0:07:30","2","ANTSP-RF17P,33P,61S,77S-H1P","3.883 x 1.138","6","204.290","408.580","ANTEPARA","ANTEPARA","3124",
"BOX","0:03:45","1","ANTSS-RF17,33S,61P,77P-H1S","3.883 x 1.138","6","204.290","204.290","ANTEPARA","ANTEPARA","3124",
"BOX","0:03:21","1","ANTSP-RF17P,33P,61S,77S-H1P-LADO A","3.883 x 587","6","103.750","103.750","ANTEPARA","ANTEPARA","3124",
"BOX","0:03:50","1","ANTSS-RF17,33S,61P,77P-H1S","3.883 x 1.138","6","204.290","204.290","ANTEPARA","ANTEPARA","3125",
"BOX","0:08:48","2","ANTSS-RF17,33S,61P,77P-H2S","3.884 x 1.857","6","334.770","669.540","ANTEPARA","ANTEPARA","3125",
"BOX","0:03:26","1","ANTSP-RF17P,33P,61S,77S-H1P-LADO A","3.883 x 587","6","103.750","103.750","ANTEPARA","ANTEPARA","3125",
"BOX","0:03:45","1","ANTSP-RF17P,33P,61S,77S-H1P","3.883 x 1.138","6","204.290","204.290","ANTEPARA","ANTEPARA","3126",
"BOX","0:03:21","1","ANTSP-RF17P,33P,61S,77S-H1P-LADO_A-Extra","3.883 x 587","6","103.750","103.750","PCAS EXTRA","PCAS EXTRA","3126",
"BOX","0:06:03","2","ANTSP-RF17P,33P,61S,77S-H1P-LADO_B-Extra","3.883 x 552","6","100.540","201.080","PCAS EXTRA","PCAS EXTRA","3126",
"BOX","0:03:45","1","ANTSS-RF17,33S,61P,77P-H1S","3.883 x 1.138","6","204.290","204.290","ANTEPARA","ANTEPARA","3126",
"BOX","0:03:45","1","ANTSP-RF17P,33P,61S,77S-H1P-Extra","3.883 x 1.138","6","204.290","204.290","PCAS EXTRA","PCAS EXTRA","3126",
